company_id,flight_number,scheduled_departure_date_local,scheduled_arrival_station_code,scheduled_departure_datetime_local,fleet_type,load_factor,turn_time_pressure,transfer_bag_ratio,special_requests_count,difficulty_score,difficulty_class
UA,1742,2025-08-14,JAX,2025-08-14 18:26:00+00:00,B737-800,0.8554216867469879,39,0.6195652173913043,1.0,0.6284763288792519,Medium
UA,611,2025-08-01,SFO,2025-08-01 07:20:00+00:00,B757-300,1.2478632478632479,315,0.04938271604938271,5.0,0.6244053440943186,Medium
UA,288,2025-08-10,SNN,2025-08-10 18:05:00+00:00,B757-200,0.7386363636363636,118,0.6039603960396039,1.0,0.59744543044054,Medium
UA,1634,2025-08-04,IAD,2025-08-04 14:24:00+00:00,B737-MAX9,1.094972067039106,21,0.46956521739130436,1.0,0.6269614040312865,Medium
UA,2067,2025-08-11,BOS,2025-08-11 07:32:00+00:00,B737-800,1.1566265060240963,512,0.2696629213483146,2.0,0.5283459760094356,Easy
UA,1198,2025-08-01,CUN,2025-08-01 09:21:00+00:00,B737-900,1.2681564245810055,29,0.1347517730496454,3.0,0.6409404218712444,Medium
UA,1328,2025-08-04,SMF,2025-08-04 09:05:00+00:00,B737-900,1.0335195530726258,13,0.4918032786885246,3.0,0.6454301055564972,Medium
OO,5447,2025-08-06,PVD,2025-08-06 11:05:00+00:00,ERJ-175,1.0285714285714285,37,0.6666666666666666,2.0,0.6707392429126415,Medium
UA,2389,2025-08-09,RSW,2025-08-09 10:57:00+00:00,B737-900,1.553072625698324,17,0.13333333333333333,7.0,0.6670668258926975,Medium
UA,399,2025-08-09,BOS,2025-08-09 11:05:00+00:00,B737-MAX8,1.2228915662650603,19,0.3389830508474576,7.0,0.6502910166329652,Medium
OO,5603,2025-08-03,FNT,2025-08-03 20:08:00+00:00,CRJ-200,0.98,57,0.5681818181818182,4.0,0.6913597065062698,Difficult
UA,580,2025-08-03,PDX,2025-08-03 16:13:00+00:00,B737-900,1.1173184357541899,26,0.3282442748091603,9.0,0.7772804645964275,Difficult
UA,1361,2025-08-12,STL,2025-08-12 21:20:00+00:00,A319-100,1.119047619047619,14,0.8244274809160306,5.0,0.7360816421429817,Difficult
UA,1617,2025-08-01,PHL,2025-08-01 14:20:00+00:00,B737-800,1.3975903614457832,26,0.25892857142857145,2.0,0.669551393724821,Medium
UA,2099,2025-08-12,IAH,2025-08-12 09:46:00+00:00,B737-900,1.111731843575419,62,0.38738738738738737,7.0,0.688775988375496,Difficult
UA,2154,2025-08-07,ROC,2025-08-07 18:25:00+00:00,B737-900,0.9776536312849162,37,0.8842105263157894,5.0,0.7327452688605571,Difficult
UA,2652,2025-08-15,RSW,2025-08-15 18:08:00+00:00,B737-800,0.5903614457831325,21,0.35,3.0,0.5886035784729695,Easy
OO,5499,2025-08-09,SBN,2025-08-09 19:35:00+00:00,CRJ-200,0.86,116,0.6976744186046512,1.0,0.6050932766032627,Medium
OO,5353,2025-08-05,GRR,2025-08-05 09:05:00+00:00,CRJ-550,0.92,46,0.5,0.0,0.5792969850662157,Easy
UA,622,2025-08-13,DEN,2025-08-13 13:04:00+00:00,B777-2HD,1.1675824175824177,12,0.33884297520661155,4.0,0.6050327564972884,Medium
YX,3568,2025-08-03,YYZ,2025-08-03 10:50:00+00:00,ERJ-175,1.0657894736842106,33,0.21739130434782608,4.0,0.6526417543357409,Medium
UA,1708,2025-08-04,CLE,2025-08-04 19:35:00+00:00,B737-900,0.7486033519553073,22,0.6470588235294118,6.0,0.6554533386771717,Medium
UA,2011,2025-08-15,YVR,2025-08-15 08:48:00+00:00,A320-200,1.1266666666666667,27,0.4551282051282051,8.0,0.7931601290915441,Difficult
G7,4445,2025-08-06,BHM,2025-08-06 10:55:00+00:00,CRJ-550,1.04,31,0.5925925925925926,2.0,0.6622619357035094,Medium
YX,3700,2025-08-13,BNA,2025-08-13 07:25:00+00:00,ERJ-175,0.9868421052631579,22,0.4166666666666667,2.0,0.5679424217657254,Easy
UA,1834,2025-08-02,TPA,2025-08-02 11:12:00+00:00,B737-800,1.5542168674698795,37,0.35454545454545455,5.0,0.6816129034147408,Difficult
OO,5234,2025-08-05,MKE,2025-08-05 10:35:00+00:00,CRJ-550,0.88,18,0.5454545454545454,1.0,0.5963574886651809,Easy
OO,5225,2025-08-07,MKE,2025-08-07 16:00:00+00:00,CRJ-200,1.04,61,0.7192982456140351,1.0,0.6639510549021727,Medium
UA,2343,2025-08-11,IND,2025-08-11 14:21:00+00:00,B737-900,0.9217877094972067,10,0.7323943661971831,1.0,0.5851449981308214,Easy
OO,5637,2025-08-10,GRB,2025-08-10 18:05:00+00:00,CRJ-200,0.72,30,0.47619047619047616,2.0,0.5896991089896233,Easy
UA,2172,2025-08-04,FAI,2025-08-04 16:05:00+00:00,B737-MAX8,1.072289156626506,26,0.6727272727272727,6.0,0.7154278157058135,Difficult
OO,4791,2025-08-07,SBN,2025-08-07 10:35:00+00:00,CRJ-550,0.94,16,0.5769230769230769,0.0,0.6148622888011575,Medium
OO,5610,2025-08-13,CHO,2025-08-13 18:06:00+00:00,CRJ-550,1.18,46,0.4,2.0,0.5956706539069709,Easy
OO,5977,2025-08-15,ICT,2025-08-15 12:45:00+00:00,ERJ-175,0.7763157894736842,946,0.4634146341463415,0.0,0.531759940771733,Easy
OO,5251,2025-08-13,ASE,2025-08-13 19:35:00+00:00,ERJ-175,0.6714285714285714,348,0.3409090909090909,3.0,0.49310805139023484,Easy
OO,5045,2025-08-07,RHI,2025-08-07 16:35:00+00:00,CRJ-200,1.0,13,0.6923076923076923,1.0,0.6563515333822294,Medium
OO,5568,2025-08-04,MLI,2025-08-04 09:07:00+00:00,CRJ-200,1.24,61,0.6176470588235294,2.0,0.6826604171482347,Difficult
G7,4458,2025-08-10,LIT,2025-08-10 12:45:00+00:00,CRJ-550,1.04,31,0.5945945945945946,1.0,0.6448025045365487,Medium
UA,2172,2025-08-05,FAI,2025-08-05 16:05:00+00:00,B737-MAX8,1.0783132530120483,31,0.7861271676300579,6.0,0.7345690223551602,Difficult
OO,5568,2025-08-08,MLI,2025-08-08 09:07:00+00:00,CRJ-200,0.94,948,0.6481481481481481,1.0,0.4841977542616743,Easy
OO,5099,2025-08-15,CIU,2025-08-15 12:40:00+00:00,CRJ-200,0.9,17,0.3023255813953488,0.0,0.5838480993779717,Easy
OO,4748,2025-08-15,ATW,2025-08-15 20:20:00+00:00,CRJ-550,0.72,-26,0.7894736842105263,0.0,0.6264341703374704,Medium
UA,1156,2025-08-14,MSY,2025-08-14 19:55:00+00:00,B737-900,0.6536312849162011,24,0.5684210526315789,2.0,0.5997759202952463,Medium
OO,5362,2025-08-06,MKE,2025-08-06 21:40:00+00:00,CRJ-200,0.72,156,0.717948717948718,2.0,0.6114101868309654,Medium
YX,3628,2025-08-08,IND,2025-08-08 17:50:00+00:00,ERJ-175,1.105263157894737,25,0.6363636363636364,3.0,0.6489770014977542,Medium
UA,1785,2025-08-07,EWR,2025-08-07 16:46:00+00:00,B737-MAX9,1.1229050279329609,55,0.23376623376623376,2.0,0.6195806723161388,Medium
UA,587,2025-08-12,YUL,2025-08-12 14:07:00+00:00,B737-MAX8,0.9096385542168675,-4,0.3008849557522124,3.0,0.5963827353910695,Easy
UA,2616,2025-08-13,PDX,2025-08-13 12:46:00+00:00,B737-800,1.0542168674698795,12,0.4690265486725664,4.0,0.6070735770312075,Medium
UA,2483,2025-08-14,IAH,2025-08-14 10:35:00+00:00,B737-900,1.111731843575419,94,0.4420289855072464,6.0,0.7160964456415375,Difficult
UA,275,2025-08-01,RAP,2025-08-01 08:45:00+00:00,A320-200,1.02,11,0.5540540540540541,2.0,0.6453886538384062,Medium
UA,1314,2025-08-08,IAH,2025-08-08 14:26:00+00:00,A321-2NX,1.18,10,0.4457831325301205,1.0,0.6067563195151778,Medium
YX,3601,2025-08-04,YYZ,2025-08-04 08:50:00+00:00,ERJ-175,1.0526315789473684,10,0.28,0.0,0.5798258004336065,Easy
UA,2202,2025-08-11,IAH,2025-08-11 18:25:00+00:00,B737-900,1.0279329608938548,19,0.24390243902439024,0.0,0.5207271475440706,Easy
OO,5763,2025-08-12,TUL,2025-08-12 12:45:00+00:00,ERJ-175,1.0789473684210527,136,0.5660377358490566,5.0,0.6831291428764076,Difficult
G7,4184,2025-08-05,DAY,2025-08-05 08:50:00+00:00,CRJ-550,1.06,24,0.9354838709677419,2.0,0.6974865705014588,Difficult
UA,1381,2025-08-08,DCA,2025-08-08 09:00:00+00:00,A320-200,0.5666666666666667,33,0.4166666666666667,1.0,0.4878803719072632,Easy
UA,907,2025-08-15,FRA,2025-08-15 18:25:00+00:00,B787-10,1.1446540880503144,160,0.6302816901408451,8.0,0.8150541055255125,Difficult
UA,1620,2025-08-08,SEA,2025-08-08 08:50:00+00:00,A321-2NX,1.255,10,0.6594202898550725,4.0,0.6958101233222259,Difficult
G7,4431,2025-08-10,MSN,2025-08-10 15:40:00+00:00,CRJ-550,1.04,22,0.6727272727272727,1.0,0.6566285477194337,Medium
OO,4809,2025-08-04,ICT,2025-08-04 09:03:00+00:00,ERJ-175,1.0789473684210527,38,0.5625,2.0,0.6487506790099025,Medium
OO,5251,2025-08-04,ASE,2025-08-04 19:35:00+00:00,ERJ-175,0.9428571428571428,34,0.39473684210526316,2.0,0.6002417776566248,Medium
UA,3,2025-08-05,ZRH,2025-08-05 15:55:00+00:00,B767-300,1.0778443113772456,1400,0.5028571428571429,4.0,0.5477092003651193,Easy
UA,1905,2025-08-07,PIT,2025-08-07 18:10:00+00:00,A320-200,1.0266666666666666,30,0.640625,0.0,0.6387374507828819,Medium
OO,5790,2025-08-13,CRW,2025-08-13 18:20:00+00:00,CRJ-200,1.0,51,0.8181818181818182,2.0,0.6323050446505145,Medium
UA,2424,2025-08-05,RDU,2025-08-05 18:20:00+00:00,B737-MAX9,1.100558659217877,28,0.8058252427184466,4.0,0.7127708665515167,Difficult
OO,5505,2025-08-03,SBN,2025-08-03 15:40:00+00:00,CRJ-200,0.88,49,0.3225806451612903,0.0,0.5599588757200393,Easy
UA,307,2025-08-06,COS,2025-08-06 09:15:00+00:00,B737-700,0.9444444444444444,55,0.6436781609195402,4.0,0.6753929362397133,Difficult
OO,5568,2025-08-09,MLI,2025-08-09 09:07:00+00:00,CRJ-200,1.08,65,0.6153846153846154,2.0,0.6330495082564526,Medium
UA,2075,2025-08-03,TPA,2025-08-03 17:55:00+00:00,B737-MAX8,1.2349397590361446,23,0.21052631578947367,3.0,0.6573157941934192,Medium
OO,5470,2025-08-08,GEG,2025-08-08 08:40:00+00:00,ERJ-175,0.9473684210526315,9,0.2619047619047619,2.0,0.5507720889728013,Easy
UA,1198,2025-08-15,CUN,2025-08-15 09:21:00+00:00,B737-900,1.23463687150838,38,0.0625,4.0,0.6806787424901258,Difficult
OO,5021,2025-08-08,SUX,2025-08-08 20:50:00+00:00,CRJ-200,0.8,101,0.5652173913043478,2.0,0.559352781416702,Easy
OO,5405,2025-08-14,SCE,2025-08-14 07:25:00+00:00,CRJ-200,0.86,18,0.5423728813559322,0.0,0.6046203692461725,Medium
OO,5557,2025-08-06,OKC,2025-08-06 09:15:00+00:00,ERJ-175,0.868421052631579,36,0.3939393939393939,1.0,0.5885172893846966,Easy
UA,1830,2025-08-15,DSM,2025-08-15 13:12:00+00:00,A320-200,1.06,50,0.6,5.0,0.7468084446924776,Difficult
YX,3638,2025-08-10,CHS,2025-08-10 10:35:00+00:00,ERJ-175,1.4605263157894737,44,0.17391304347826086,0.0,0.6348248661612848,Medium
G7,4390,2025-08-05,CHA,2025-08-05 14:09:00+00:00,CRJ-550,0.84,25,0.7272727272727273,1.0,0.6166282435513205,Medium
YX,3690,2025-08-08,IND,2025-08-08 15:40:00+00:00,ERJ-175,0.9210526315789473,25,0.6,1.0,0.5813038781065953,Easy
OO,5260,2025-08-01,FSD,2025-08-01 08:54:00+00:00,CRJ-550,0.62,34,0.43243243243243246,1.0,0.5364855230401838,Easy
OO,5124,2025-08-10,EAU,2025-08-10 21:07:00+00:00,CRJ-200,0.4,28,0.6923076923076923,0.0,0.5447857071167853,Easy
UA,1301,2025-08-14,ICT,2025-08-14 20:00:00+00:00,B737-700,0.6428571428571429,-59,0.875,0.0,0.6199563821589532,Medium
UA,503,2025-08-05,DEN,2025-08-05 14:35:00+00:00,B757-300,1.0683760683760684,228,0.5059523809523809,7.0,0.6885834429103659,Difficult
UA,1659,2025-08-08,CUN,2025-08-08 10:42:00+00:00,B737-900,1.3575418994413408,10,0.04477611940298507,5.0,0.635186177277039,Medium
G7,4476,2025-08-05,CAE,2025-08-05 13:55:00+00:00,CRJ-550,0.98,20,0.20833333333333334,1.0,0.5616458861651168,Easy
G7,4599,2025-08-13,BHM,2025-08-13 19:45:00+00:00,CRJ-550,0.98,21,0.5588235294117647,0.0,0.5704840656900886,Easy
G7,4482,2025-08-11,TUL,2025-08-11 19:40:00+00:00,CRJ-550,0.82,38,0.8148148148148148,0.0,0.5664547647412794,Easy
YX,3551,2025-08-13,SDF,2025-08-13 19:40:00+00:00,ERJ-175,0.6052631578947368,16,0.7916666666666666,1.0,0.5555898537224112,Easy
UA,2104,2025-08-11,BOS,2025-08-11 06:00:00+00:00,B737-MAX9,0.9664804469273743,274,0.0196078431372549,0.0,0.45505822783416394,Easy
OO,5344,2025-08-09,MBS,2025-08-09 11:05:00+00:00,CRJ-200,0.94,-89,0.7272727272727273,3.0,0.6406666140946417,Medium
UA,2657,2025-08-12,IAH,2025-08-12 12:45:00+00:00,B737-MAX9,1.2681564245810055,38,0.3684210526315789,6.0,0.7059221032989315,Difficult
UA,2179,2025-08-07,SFO,2025-08-07 18:20:00+00:00,B757-300,1.1153846153846154,12,0.2631578947368421,3.0,0.63915655935792,Medium
UA,2640,2025-08-01,DCA,2025-08-01 15:00:00+00:00,B737-700,0.7301587301587301,81,0.38095238095238093,1.0,0.5444739530147541,Easy
UA,2394,2025-08-09,DEN,2025-08-09 18:35:00+00:00,B757-300,1.1452991452991452,58,0.4316546762589928,2.0,0.615062724875265,Medium
UA,356,2025-08-14,ATL,2025-08-14 14:30:00+00:00,B737-900,0.8603351955307262,25,0.3,1.0,0.5822141826081793,Easy
UA,2616,2025-08-08,PDX,2025-08-08 12:46:00+00:00,B737-800,1.108433734939759,7,0.5849056603773585,5.0,0.6723945187742706,Medium
YX,3641,2025-08-03,GRR,2025-08-03 10:35:00+00:00,ERJ-175,1.0263157894736843,38,0.6111111111111112,0.0,0.6255796343521542,Medium
UA,2683,2025-08-02,SAN,2025-08-02 14:10:00+00:00,B737-900,1.4245810055865922,14,0.2692307692307692,1.0,0.59583802097313,Easy
UA,2666,2025-08-05,DEN,2025-08-05 05:00:00+00:00,A321-2NX,1.205,385,0.07476635514018691,2.0,0.5611004844065592,Easy
YX,3668,2025-08-02,BUF,2025-08-02 07:15:00+00:00,ERJ-175,1.355263157894737,21,0.32558139534883723,1.0,0.5937092552248965,Easy
UA,2640,2025-08-11,DCA,2025-08-11 15:00:00+00:00,B737-700,1.2063492063492063,80,0.20238095238095238,1.0,0.5524721580051012,Easy
OO,5795,2025-08-08,TUL,2025-08-08 09:00:00+00:00,ERJ-175,0.9078947368421053,21,0.7631578947368421,1.0,0.6042184739189284,Medium
UA,276,2025-08-06,IAD,2025-08-06 21:31:00+00:00,A321-2NX,0.835,4,0.8376623376623377,0.0,0.6395877692776469,Medium
OO,5568,2025-08-15,MLI,2025-08-15 09:07:00+00:00,CRJ-200,1.08,928,0.6666666666666666,0.0,0.6189060758943926,Medium
UA,293,2025-08-12,LGA,2025-08-12 11:00:00+00:00,B737-800,0.9096385542168675,24,0.4166666666666667,2.0,0.6011353233926265,Medium
G7,4463,2025-08-13,ABE,2025-08-13 18:35:00+00:00,CRJ-550,1.02,123,0.5925925925925926,0.0,0.5761351990645992,Easy
OO,5435,2025-08-12,BDL,2025-08-12 08:50:00+00:00,ERJ-175,1.013157894736842,11,0.6666666666666666,1.0,0.6479523426392316,Medium
UA,2347,2025-08-01,CLE,2025-08-01 21:13:00+00:00,B737-MAX8,0.7409638554216867,77,0.5194805194805194,2.0,0.5819391654897252,Easy
UA,1502,2025-08-09,RDU,2025-08-09 14:08:00+00:00,B737-900,1.318435754189944,12,0.6492537313432836,4.0,0.6885401792790752,Difficult
UA,2665,2025-08-09,IAH,2025-08-09 21:07:00+00:00,B737-MAX9,1.2960893854748603,9,0.5,2.0,0.6481874849395889,Medium
G7,4559,2025-08-04,SDF,2025-08-04 10:55:00+00:00,CRJ-550,0.94,34,0.9285714285714286,0.0,0.6548177186806021,Medium
UA,1842,2025-08-07,SAN,2025-08-07 20:20:00+00:00,A321-2NX,1.14,-67,0.5306122448979592,7.0,0.7427842899874945,Difficult
UA,476,2025-08-06,CVG,2025-08-06 10:53:00+00:00,A319-100,0.626984126984127,15,0.8055555555555556,2.0,0.621177138178009,Medium
OO,5358,2025-08-07,CAK,2025-08-07 14:35:00+00:00,CRJ-550,0.94,51,0.59375,0.0,0.6148094820574687,Medium
OO,5874,2025-08-13,PIA,2025-08-13 15:35:00+00:00,CRJ-200,0.94,29,0.47058823529411764,1.0,0.5588481291764452,Easy
OO,5668,2025-08-05,MKE,2025-08-05 14:09:00+00:00,CRJ-550,0.98,11,0.8857142857142857,0.0,0.6497280924204001,Medium
UA,2497,2025-08-01,DTW,2025-08-01 19:35:00+00:00,B737-900,0.6089385474860335,15,0.40350877192982454,6.0,0.6034232061500728,Medium
UA,2653,2025-08-15,RDU,2025-08-15 10:52:00+00:00,B737-MAX9,1.0670391061452513,26,0.2956521739130435,4.0,0.6856483481331956,Difficult
OO,5234,2025-08-11,MKE,2025-08-11 10:35:00+00:00,CRJ-550,0.92,18,0.22727272727272727,0.0,0.4983979270035831,Easy
UA,752,2025-08-14,DCA,2025-08-14 12:50:00+00:00,A320-200,0.66,19,0.35714285714285715,0.0,0.5409369946211211,Easy
OO,5131,2025-08-14,CMX,2025-08-14 16:15:00+00:00,CRJ-200,0.96,-17,0.631578947368421,1.0,0.652188338406967,Medium
UA,1967,2025-08-15,LAX,2025-08-15 18:15:00+00:00,A321-2NX,0.77,11,0.5733333333333334,2.0,0.6373995452117477,Medium
OO,5601,2025-08-12,FNT,2025-08-12 13:55:00+00:00,CRJ-200,0.96,98,0.43902439024390244,3.0,0.6212249386950612,Medium
YX,3535,2025-08-14,MSN,2025-08-14 12:45:00+00:00,ERJ-175,1.118421052631579,13,0.46875,3.0,0.6830289819319671,Difficult
UA,1872,2025-08-07,MSP,2025-08-07 14:40:00+00:00,A320-200,0.9133333333333333,11,0.6931818181818182,4.0,0.681279288958513,Difficult
UA,349,2025-08-01,BTV,2025-08-01 18:35:00+00:00,A319-100,1.119047619047619,46,0.7142857142857143,3.0,0.6985594161989882,Difficult
OO,4766,2025-08-11,OKC,2025-08-11 16:45:00+00:00,CRJ-550,0.98,81,0.9512195121951219,1.0,0.6229506713490311,Medium
YX,3551,2025-08-06,SDF,2025-08-06 19:40:00+00:00,ERJ-175,1.0,15,0.7241379310344828,2.0,0.6762958795207639,Difficult
OO,5448,2025-08-15,FWA,2025-08-15 14:00:00+00:00,CRJ-200,1.04,27,0.39655172413793105,1.0,0.6412279137972599,Medium
OO,5289,2025-08-02,CRW,2025-08-02 10:35:00+00:00,CRJ-550,0.92,18,0.37037037037037035,4.0,0.5817929912308621,Easy
G7,4186,2025-08-13,MLI,2025-08-13 20:20:00+00:00,CRJ-550,0.74,61,1.0,0.0,0.5987096754368174,Medium
UA,777,2025-08-10,LAS,2025-08-10 19:49:00+00:00,B737-MAX8,0.963855421686747,38,0.35365853658536583,5.0,0.6498515961893768,Medium
UA,1823,2025-08-10,IAH,2025-08-10 07:10:00+00:00,A321-2NX,1.215,515,0.029411764705882353,3.0,0.6087036425472085,Medium
G7,4479,2025-08-02,STL,2025-08-02 11:20:00+00:00,CRJ-550,1.06,11,0.7241379310344828,5.0,0.6710950622577397,Medium
UA,953,2025-08-07,MUC,2025-08-07 18:00:00+00:00,B787-8,1.0041152263374487,105,0.4244604316546763,6.0,0.6767965882051123,Difficult
YX,3598,2025-08-07,SDF,2025-08-07 17:55:00+00:00,ERJ-175,0.9736842105263158,31,0.5862068965517241,4.0,0.6744500624585777,Difficult
G7,4559,2025-08-06,SDF,2025-08-06 10:55:00+00:00,CRJ-550,0.74,38,0.9230769230769231,1.0,0.6445169283772798,Medium
OO,5712,2025-08-15,GSP,2025-08-15 13:55:00+00:00,ERJ-175,0.9736842105263158,48,0.35294117647058826,2.0,0.639510804129742,Medium
YX,3468,2025-08-03,BGR,2025-08-03 11:45:00+00:00,ERJ-175,1.3289473684210527,13,0.5625,2.0,0.7045999068243218,Difficult
OO,5118,2025-08-02,PLN,2025-08-02 12:45:00+00:00,CRJ-200,1.36,28,0.5853658536585366,2.0,0.64757664643006,Medium
UA,2006,2025-08-02,GUA,2025-08-02 09:14:00+00:00,B737-MAX8,1.2710843373493976,25,0.44607843137254904,14.0,0.7853816598580938,Difficult
G7,4188,2025-08-09,GSO,2025-08-09 18:10:00+00:00,CRJ-550,0.86,31,0.9322033898305084,0.0,0.63485189245365,Medium
YX,3690,2025-08-14,IND,2025-08-14 15:40:00+00:00,ERJ-175,0.8157894736842105,23,0.8333333333333334,1.0,0.6543442325071701,Medium
UA,2133,2025-08-03,EWR,2025-08-03 15:40:00+00:00,B757-200,1.0625,-12,0.24848484848484848,3.0,0.6388693620583927,Medium
UA,881,2025-08-08,HND,2025-08-08 12:50:00+00:00,B787-10,0.9937106918238994,210,0.6689655172413793,4.0,0.6262766373428773,Medium
OO,5565,2025-08-06,CHO,2025-08-06 14:04:00+00:00,CRJ-550,1.08,12,0.4523809523809524,2.0,0.650258208371506,Medium
UA,1502,2025-08-03,RDU,2025-08-03 14:00:00+00:00,B737-900,1.1452513966480447,86,0.21008403361344538,5.0,0.6809862636949632,Difficult
UA,1659,2025-08-03,CUN,2025-08-03 10:42:00+00:00,B737-900,1.3966480446927374,-6,0.0962962962962963,9.0,0.7856417741197145,Difficult
UA,1209,2025-08-02,EWR,2025-08-02 21:25:00+00:00,B737-900,1.0335195530726258,-2,0.494949494949495,2.0,0.5910025758887331,Easy
UA,1620,2025-08-12,SEA,2025-08-12 08:50:00+00:00,A321-2NX,1.105,438,0.4421052631578947,4.0,0.6421766652841016,Medium
UA,1178,2025-08-08,ORF,2025-08-08 18:22:00+00:00,B737-700,1.253968253968254,40,0.6666666666666666,5.0,0.7075045502817012,Difficult
UA,1658,2025-08-14,EWR,2025-08-14 06:00:00+00:00,B737-900,1.0558659217877095,352,0.2391304347826087,2.0,0.6039101036892803,Medium
G7,4611,2025-08-14,MDT,2025-08-14 07:15:00+00:00,CRJ-550,1.12,16,0.41935483870967744,3.0,0.6757329419577902,Difficult
UA,1209,2025-08-11,EWR,2025-08-11 21:25:00+00:00,B737-900,1.1396648044692737,32,0.291970802919708,1.0,0.5574997056410724,Easy
G7,4571,2025-08-04,XNA,2025-08-04 20:00:00+00:00,CRJ-550,1.04,51,0.8484848484848485,1.0,0.6709275310087646,Medium
G7,4431,2025-08-04,MSN,2025-08-04 15:40:00+00:00,CRJ-550,0.72,21,0.3333333333333333,1.0,0.5410053406728839,Easy
G7,4519,2025-08-08,SCE,2025-08-08 18:20:00+00:00,CRJ-550,0.66,46,0.9047619047619048,1.0,0.5776904015208588,Easy
UA,721,2025-08-13,BOS,2025-08-13 09:15:00+00:00,B737-MAX9,1.2402234636871508,16,0.425531914893617,3.0,0.6210636750547837,Medium
OO,5100,2025-08-06,DEC,2025-08-06 17:00:00+00:00,CRJ-200,0.54,13,0.7083333333333334,1.0,0.5785829938480458,Easy
UA,2075,2025-08-05,TPA,2025-08-05 17:55:00+00:00,B737-MAX8,1.144578313253012,23,0.5753424657534246,4.0,0.6856755360119714,Difficult
OO,5505,2025-08-13,SBN,2025-08-13 15:40:00+00:00,CRJ-200,0.84,1388,0.32558139534883723,1.0,0.4348784719957083,Easy
UA,764,2025-08-04,YYC,2025-08-04 08:45:00+00:00,B737-700,1.0952380952380953,11,0.34782608695652173,1.0,0.6098357509117814,Medium
UA,1941,2025-08-12,CVG,2025-08-12 14:26:00+00:00,A319-100,0.9365079365079365,28,0.9787234042553191,3.0,0.7014612643808738,Difficult
UA,1996,2025-08-12,SJU,2025-08-12 08:49:00+00:00,A321-2NX,1.03,637,0.15254237288135594,5.0,0.5848728781296094,Easy
OO,5821,2025-08-08,MKE,2025-08-08 08:54:00+00:00,CRJ-200,1.0,742,0.4827586206896552,1.0,0.49402536421990395,Easy
UA,2329,2025-08-07,DTW,2025-08-07 14:45:00+00:00,A320-200,0.8266666666666667,45,0.7377049180327869,2.0,0.6434372546107081,Medium
OO,4638,2025-08-10,COS,2025-08-10 19:40:00+00:00,ERJ-175,1.0,31,0.48214285714285715,0.0,0.6082654225085138,Medium
OO,5643,2025-08-13,CAK,2025-08-13 21:10:00+00:00,CRJ-550,1.0,16,0.375,0.0,0.5447978869552458,Easy
UA,1899,2025-08-15,YYC,2025-08-15 20:05:00+00:00,A319-100,1.0634920634920635,38,0.43956043956043955,3.0,0.6877107873089823,Difficult
OO,5251,2025-08-08,ASE,2025-08-08 19:35:00+00:00,ERJ-175,1.4285714285714286,34,0.5,2.0,0.6717839388004718,Medium
UA,1304,2025-08-07,LAS,2025-08-07 11:29:00+00:00,B737-900,1.2011173184357542,12,0.45081967213114754,3.0,0.6824910116534277,Difficult
UA,1584,2025-08-10,LAX,2025-08-10 10:50:00+00:00,A321-2NX,1.31,573,0.25,3.0,0.6561558267626141,Medium
G7,4173,2025-08-04,AVL,2025-08-04 13:55:00+00:00,CRJ-550,0.96,11,0.3103448275862069,1.0,0.5805825398980548,Easy
UA,2137,2025-08-04,SLC,2025-08-04 09:02:00+00:00,B737-800,1.0481927710843373,33,0.3695652173913043,3.0,0.6274808788544554,Medium
UA,118,2025-08-05,EDI,2025-08-05 18:40:00+00:00,B757-200,0.9602272727272727,15,0.6050420168067226,2.0,0.6326918509469415,Medium
UA,563,2025-08-15,EWR,2025-08-15 07:10:00+00:00,A321-2NX,1.085,429,0.1935483870967742,5.0,0.6685530214494076,Medium
UA,1403,2025-08-05,SLC,2025-08-05 19:40:00+00:00,A319-100,0.8650793650793651,130,0.4146341463414634,1.0,0.5648758457857894,Easy
UA,349,2025-08-10,BTV,2025-08-10 18:35:00+00:00,B737-700,1.0238095238095237,47,0.6867469879518072,2.0,0.6692054343367003,Medium
UA,1776,2025-08-09,PHL,2025-08-09 18:20:00+00:00,B737-800,1.1204819277108433,24,0.8270676691729323,7.0,0.7086304139267544,Difficult
UA,1616,2025-08-09,GRR,2025-08-09 18:32:00+00:00,A320-200,0.9133333333333333,-43,0.9473684210526315,7.0,0.6983929954597369,Difficult
YX,3690,2025-08-01,IND,2025-08-01 15:40:00+00:00,ERJ-175,1.1710526315789473,23,0.47692307692307695,2.0,0.6605958831272212,Medium
G7,4546,2025-08-11,AVP,2025-08-11 18:35:00+00:00,CRJ-550,1.02,66,0.85,1.0,0.6163653708159238,Medium
OO,5392,2025-08-06,OKC,2025-08-06 19:36:00+00:00,ERJ-175,0.9473684210526315,126,0.3888888888888889,0.0,0.5809468680666827,Easy
UA,1967,2025-08-05,LAX,2025-08-05 18:22:00+00:00,A321-2NX,1.125,10,0.3055555555555556,4.0,0.643168850380389,Medium
OO,5852,2025-08-10,HSV,2025-08-10 10:46:00+00:00,ERJ-175,1.0789473684210527,17,0.7037037037037037,3.0,0.6941698980606005,Difficult
OO,5748,2025-08-10,YWG,2025-08-10 13:02:00+00:00,ERJ-175,0.9857142857142858,-26,0.3125,0.0,0.5812283703180234,Easy
UA,2691,2025-08-07,EWR,2025-08-07 08:47:00+00:00,B737-MAX9,1.1508379888268156,695,0.1590909090909091,2.0,0.5662074726671924,Easy
